======================================================================
# Fluid properties:
sigma (mN/m)  	mu_w (cP)  	mu_nw (cP)
# 	57		0.821		0.838
# calcBox: 	 0.1 	 0.725
# Wettability:
# model 	mintheta 	maxtheta 	delta 	eta 	distmodel
# 1		11		81		-0.08		-3rand
mintheta 	maxtheta 	mean  	std
#   0		80.996		45.665		20.214
Porosity:  0.219827
Maximum pore connection:   36
Average pore-to-pore distance:  0.000197261
Mean pore radius:  2.22744e-05
Absolute permeability:  2.7916e-12
======================================================================
# Sw	 qW(m3/s)	 krw	 qNW(m3/s)	 krnw	 Pc	 Invasions
0.00157753,2.248400e-18,1.37599e-07,1.599475e-11,0.999128,100000,0
0.00159162,2.415035e-18,1.47797e-07,1.599438e-11,0.999105,98400,0
0.00167712,3.478221e-18,2.12863e-07,1.599213e-11,0.998965,82640,0
0.00177772,4.641219e-18,2.84037e-07,1.598957e-11,0.998805,69244,0
0.00193348,6.314288e-18,3.86427e-07,1.598569e-11,0.998562,57857.4,1
0.00217903,8.966188e-18,5.4872e-07,1.597963e-11,0.998184,48178.8,5
0.00255548,1.341595e-17,8.2104e-07,1.597033e-11,0.997603,39952,11
0.00314226,2.169848e-17,1.32792e-06,1.595599e-11,0.996707,32959.2,55
0.0040603,3.867816e-17,2.36706e-06,1.593291e-11,0.995265,27015.3,102
0.00556375,7.766888e-17,4.75324e-06,1.589571e-11,0.992942,21963,182
0.00795444,1.746460e-16,1.06881e-05,1.583506e-11,0.989153,17668.6,209
0.0120944,4.287721e-16,2.62403e-05,1.571941e-11,0.981929,14018.3,342
0.0193714,1.183823e-15,7.24486e-05,1.552914e-11,0.970044,10915.5,568
0.0328432,3.647251e-15,0.000223207,1.516508e-11,0.947302,8278.2,1048
0.0602581,1.328251e-14,0.000812874,1.433538e-11,0.895474,6036.47,1926
0.100233,3.883441e-14,0.00237662,1.299834e-11,0.811955,4668.95,2169
0.200268,1.702002e-13,0.0104161,8.889256e-12,0.555276,3316.25,4350
0.300851,4.364770e-13,0.0267119,5.187604e-12,0.324049,2662.96,3217
0.400609,8.565636e-13,0.0524207,1.986937e-12,0.124116,2218.5,2473
0.500152,1.593695e-12,0.0975322,6.347380e-13,0.0396496,1832.75,2084
0.601055,2.794035e-12,0.170992,7.606906e-14,0.00475173,1464.46,1976
0.704075,4.431115e-12,0.271179,1.890626e-16,1.181e-05,1136.74,1700
0.720033,4.651139e-12,0.284644,1.838646e-16,1.14853e-05,1067.81,315
